order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-02848,2024-03-02,2024,1,3,March,Asia Pacific,South Korea,Clothing,Sportswear,Consumer,13,75.61,982.93,418.87,564.06,57.39
ORD-02849,2023-12-26,2023,4,12,December,Latin America,Colombia,Office Supplies,Organizers,Corporate,30,16.89,506.7,210.6,296.1,58.44
ORD-02850,2024-08-25,2024,3,8,August,North America,Canada,Office Supplies,Paper,Small Business,17,26.14,444.38,178.49,265.89,59.83
ORD-02851,2024-12-11,2024,4,12,December,Europe,Germany,Electronics,Laptops,Home Office,6,620.12,3720.72,2184.67,1536.05,41.28
ORD-02852,2022-05-26,2022,2,5,May,North America,Canada,Electronics,Laptops,Small Business,23,293.35,6747.05,4026.29,2720.76,40.33
ORD-02853,2022-04-04,2022,2,4,April,Asia Pacific,India,Clothing,Women's Wear,Consumer,6,39.96,239.76,97.51,142.25,59.33
ORD-02854,2024-12-29,2024,4,12,December,Asia Pacific,Australia,Clothing,Men's Wear,Corporate,26,62.24,1618.24,662.45,955.79,59.06
ORD-02855,2023-08-15,2023,3,8,August,Asia Pacific,India,Office Supplies,Labels,Home Office,36,43.0,1548.0,659.01,888.99,57.43
ORD-02856,2024-11-28,2024,4,11,November,Asia Pacific,South Korea,Electronics,Accessories,Corporate,26,67.57,1756.82,1250.2,506.62,28.84
ORD-02857,2024-07-22,2024,3,7,July,Latin America,Brazil,Electronics,Accessories,Corporate,42,755.12,31715.04,20490.91,11224.13,35.39
ORD-02858,2023-09-27,2023,3,9,September,Europe,UK,Clothing,Sportswear,Consumer,29,44.43,1288.47,549.73,738.74,57.33
ORD-02859,2022-03-16,2022,1,3,March,Asia Pacific,South Korea,Electronics,Laptops,Home Office,19,1386.77,26348.63,16039.59,10309.04,39.13
ORD-02860,2024-01-01,2024,1,1,January,Latin America,Chile,Office Supplies,Binders,Home Office,43,27.07,1164.01,538.85,625.16,53.71
ORD-02861,2023-12-03,2023,4,12,December,Asia Pacific,China,Furniture,Storage,Small Business,50,788.94,39447.0,21141.27,18305.73,46.41
ORD-02862,2024-01-08,2024,1,1,January,Europe,UK,Electronics,Tablets,Corporate,25,944.92,23623.0,15952.65,7670.35,32.47
ORD-02863,2023-12-14,2023,4,12,December,Latin America,Brazil,Clothing,Footwear,Small Business,14,82.08,1149.12,735.88,413.24,35.96
ORD-02864,2022-11-13,2022,4,11,November,Asia Pacific,South Korea,Clothing,Women's Wear,Corporate,48,279.79,13429.92,8097.53,5332.39,39.71
ORD-02865,2023-12-16,2023,4,12,December,Latin America,Colombia,Furniture,Storage,Small Business,43,148.14,6370.02,3582.59,2787.43,43.76
ORD-02866,2023-06-19,2023,2,6,June,North America,USA,Office Supplies,Labels,Consumer,49,24.07,1179.43,526.4,653.03,55.37
ORD-02867,2024-03-10,2024,1,3,March,North America,Canada,Electronics,Tablets,Consumer,31,577.56,17904.36,12972.47,4931.89,27.55
ORD-02868,2023-10-17,2023,4,10,October,Europe,UK,Electronics,Accessories,Consumer,26,247.56,6436.56,4437.99,1998.57,31.05
ORD-02869,2024-01-30,2024,1,1,January,Asia Pacific,India,Office Supplies,Organizers,Small Business,1,24.82,24.82,9.19,15.63,62.97
ORD-02870,2023-11-03,2023,4,11,November,Asia Pacific,India,Electronics,Laptops,Corporate,17,918.98,15622.66,10659.07,4963.59,31.77
ORD-02871,2022-07-22,2022,3,7,July,Latin America,Chile,Furniture,Shelving,Consumer,22,278.06,6117.32,2476.11,3641.21,59.52
ORD-02872,2022-12-22,2022,4,12,December,North America,USA,Electronics,Phones,Consumer,43,1186.47,51018.21,35924.15,15094.06,29.59
ORD-02873,2022-04-24,2022,2,4,April,Asia Pacific,India,Electronics,Accessories,Small Business,13,152.1,1977.3,1309.7,667.6,33.76
ORD-02874,2024-11-19,2024,4,11,November,North America,USA,Electronics,Laptops,Corporate,42,51.75,2173.5,1527.44,646.06,29.72
ORD-02875,2024-12-23,2024,4,12,December,Latin America,Brazil,Clothing,Footwear,Corporate,5,51.44,257.2,106.83,150.37,58.46
ORD-02876,2023-06-22,2023,2,6,June,Latin America,Chile,Furniture,Tables,Home Office,21,689.18,14472.78,7886.62,6586.16,45.51
ORD-02877,2022-05-24,2022,2,5,May,Europe,UK,Furniture,Desks,Corporate,49,46.16,2261.84,941.65,1320.19,58.37
ORD-02878,2022-09-06,2022,3,9,September,Latin America,Chile,Electronics,Laptops,Corporate,13,1251.28,16266.64,10291.77,5974.87,36.73
ORD-02879,2024-06-12,2024,2,6,June,Europe,Spain,Furniture,Shelving,Consumer,27,733.06,19792.62,11272.36,8520.26,43.05
ORD-02880,2024-06-08,2024,2,6,June,Europe,Germany,Furniture,Storage,Corporate,43,543.15,23355.45,10181.5,13173.95,56.41
ORD-02881,2023-12-05,2023,4,12,December,Europe,Spain,Clothing,Men's Wear,Corporate,30,64.82,1944.6,1061.35,883.25,45.42
ORD-02882,2022-12-05,2022,4,12,December,Europe,France,Furniture,Storage,Home Office,17,349.15,5935.55,2731.88,3203.67,53.97
ORD-02883,2024-12-01,2024,4,12,December,Europe,Spain,Clothing,Sportswear,Consumer,5,47.2,236.0,112.64,123.36,52.27
ORD-02884,2023-04-01,2023,2,4,April,Latin America,Colombia,Electronics,Audio,Consumer,21,1075.92,22594.32,14966.15,7628.17,33.76
ORD-02885,2024-09-07,2024,3,9,September,Asia Pacific,Australia,Office Supplies,Labels,Consumer,50,69.11,3455.5,1651.94,1803.56,52.19
ORD-02886,2022-12-08,2022,4,12,December,Latin America,Chile,Electronics,Laptops,Consumer,45,1387.33,62429.85,36233.59,26196.26,41.96
ORD-02887,2023-04-28,2023,2,4,April,Latin America,Argentina,Electronics,Accessories,Small Business,26,308.94,8032.44,5582.3,2450.14,30.5
ORD-02888,2023-03-20,2023,1,3,March,Asia Pacific,South Korea,Office Supplies,Paper,Consumer,12,55.84,670.08,317.95,352.13,52.55
ORD-02889,2023-12-07,2023,4,12,December,Latin America,Chile,Furniture,Tables,Corporate,39,777.03,30304.17,17155.67,13148.5,43.39
ORD-02890,2023-10-09,2023,4,10,October,Asia Pacific,Japan,Furniture,Shelving,Home Office,44,584.25,25707.0,10721.56,14985.44,58.29
ORD-02891,2022-05-12,2022,2,5,May,Europe,Spain,Clothing,Men's Wear,Small Business,10,77.25,772.5,494.65,277.85,35.97
ORD-02892,2024-08-06,2024,3,8,August,Latin America,Brazil,Electronics,Laptops,Home Office,47,578.91,27208.77,19591.2,7617.57,28.0
ORD-02893,2023-02-25,2023,1,2,February,North America,Mexico,Electronics,Tablets,Corporate,3,626.99,1880.97,1314.09,566.88,30.14
ORD-02894,2024-11-06,2024,4,11,November,Europe,France,Furniture,Storage,Corporate,8,389.08,3112.64,1269.53,1843.11,59.21
ORD-02895,2024-12-04,2024,4,12,December,Europe,UK,Furniture,Tables,Small Business,23,206.74,4755.02,2627.15,2127.87,44.75
ORD-02896,2023-08-19,2023,3,8,August,Europe,Germany,Electronics,Accessories,Consumer,40,243.91,9756.4,6242.51,3513.89,36.02
ORD-02897,2022-10-10,2022,4,10,October,Latin America,Colombia,Electronics,Accessories,Corporate,32,1038.72,33239.04,22357.06,10881.98,32.74
ORD-02898,2023-03-05,2023,1,3,March,Latin America,Colombia,Electronics,Laptops,Home Office,23,955.82,21983.86,13550.93,8432.93,38.36
ORD-02899,2022-02-09,2022,1,2,February,Asia Pacific,Japan,Electronics,Audio,Home Office,45,216.49,9742.05,6405.92,3336.13,34.24
ORD-02900,2023-06-09,2023,2,6,June,Europe,Spain,Furniture,Desks,Consumer,14,561.36,7859.04,3801.17,4057.87,51.63
ORD-02901,2024-07-14,2024,3,7,July,Europe,France,Electronics,Laptops,Corporate,1,1131.44,1131.44,781.91,349.53,30.89
ORD-02902,2022-10-19,2022,4,10,October,Asia Pacific,China,Clothing,Accessories,Consumer,28,244.96,6858.88,4059.63,2799.25,40.81
ORD-02903,2022-03-03,2022,1,3,March,North America,Canada,Clothing,Women's Wear,Small Business,40,50.33,2013.2,999.31,1013.89,50.36
ORD-02904,2023-09-18,2023,3,9,September,North America,USA,Furniture,Chairs,Home Office,17,225.76,3837.92,1584.51,2253.41,58.71
ORD-02905,2022-02-08,2022,1,2,February,Latin America,Chile,Office Supplies,Labels,Consumer,44,49.11,2160.84,992.52,1168.32,54.07
ORD-02906,2023-11-10,2023,4,11,November,North America,USA,Office Supplies,Paper,Home Office,10,51.53,515.3,240.14,275.16,53.4
ORD-02907,2022-12-15,2022,4,12,December,North America,Mexico,Furniture,Shelving,Home Office,1,103.84,103.84,48.14,55.7,53.64
ORD-02908,2024-04-15,2024,2,4,April,Latin America,Brazil,Furniture,Chairs,Corporate,46,284.02,13064.92,6091.95,6972.97,53.37
ORD-02909,2022-11-24,2022,4,11,November,Europe,Germany,Electronics,Tablets,Corporate,30,779.66,23389.8,15895.34,7494.46,32.04
ORD-02910,2023-09-15,2023,3,9,September,Asia Pacific,Japan,Office Supplies,Organizers,Corporate,22,99.53,2189.66,1093.14,1096.52,50.08
ORD-02911,2022-04-06,2022,2,4,April,North America,USA,Electronics,Tablets,Home Office,21,1175.63,24688.23,16079.65,8608.58,34.87
ORD-02912,2024-08-06,2024,3,8,August,Latin America,Argentina,Clothing,Men's Wear,Small Business,18,78.0,1404.0,748.16,655.84,46.71
ORD-02913,2022-02-10,2022,1,2,February,Asia Pacific,Australia,Electronics,Audio,Small Business,5,732.79,3663.95,2600.87,1063.08,29.01
ORD-02914,2022-09-26,2022,3,9,September,Europe,Italy,Furniture,Shelving,Home Office,45,767.1,34519.5,19111.15,15408.35,44.64
ORD-02915,2023-01-06,2023,1,1,January,North America,Canada,Office Supplies,Labels,Home Office,29,43.64,1265.56,568.47,697.09,55.08
ORD-02916,2022-06-30,2022,2,6,June,Europe,Spain,Furniture,Chairs,Home Office,30,575.65,17269.5,8329.69,8939.81,51.77
ORD-02917,2022-10-20,2022,4,10,October,Asia Pacific,Australia,Electronics,Phones,Consumer,36,1496.11,53859.96,35762.87,18097.09,33.6
ORD-02918,2024-08-09,2024,3,8,August,North America,USA,Office Supplies,Binders,Corporate,13,22.25,289.25,123.16,166.09,57.42
ORD-02919,2024-12-04,2024,4,12,December,Latin America,Brazil,Electronics,Audio,Small Business,28,333.85,9347.8,6414.01,2933.79,31.38
ORD-02920,2022-05-25,2022,2,5,May,Europe,UK,Clothing,Accessories,Consumer,48,126.27,6060.96,2601.41,3459.55,57.08
ORD-02921,2024-09-08,2024,3,9,September,Europe,Spain,Electronics,Tablets,Consumer,15,1059.1,15886.5,9408.76,6477.74,40.78
ORD-02922,2024-11-29,2024,4,11,November,Asia Pacific,China,Office Supplies,Labels,Small Business,33,86.77,2863.41,1375.56,1487.85,51.96
ORD-02923,2024-08-15,2024,3,8,August,Latin America,Argentina,Electronics,Audio,Consumer,31,62.4,1934.4,1155.69,778.71,40.26
ORD-02924,2023-08-06,2023,3,8,August,Asia Pacific,Australia,Office Supplies,Organizers,Home Office,20,69.98,1399.6,567.43,832.17,59.46
ORD-02925,2022-03-30,2022,1,3,March,Europe,Spain,Furniture,Tables,Home Office,19,522.99,9936.81,5274.84,4661.97,46.92
ORD-02926,2023-12-28,2023,4,12,December,North America,Mexico,Clothing,Men's Wear,Home Office,16,281.95,4511.2,2188.93,2322.27,51.48
ORD-02927,2024-11-21,2024,4,11,November,Asia Pacific,South Korea,Electronics,Accessories,Small Business,24,1227.94,29470.56,19192.89,10277.67,34.87
ORD-02928,2023-10-06,2023,4,10,October,Europe,Spain,Office Supplies,Organizers,Consumer,25,68.27,1706.75,760.17,946.58,55.46
ORD-02929,2023-03-23,2023,1,3,March,Asia Pacific,Japan,Clothing,Women's Wear,Small Business,42,31.18,1309.56,743.15,566.41,43.25
ORD-02930,2024-08-12,2024,3,8,August,Latin America,Brazil,Furniture,Shelving,Consumer,32,536.34,17162.88,8608.42,8554.46,49.84
ORD-02931,2023-03-23,2023,1,3,March,Europe,Germany,Furniture,Desks,Home Office,19,580.93,11037.67,4445.21,6592.46,59.73
ORD-02932,2023-01-23,2023,1,1,January,Asia Pacific,China,Office Supplies,Paper,Corporate,6,74.16,444.96,223.81,221.15,49.7
ORD-02933,2024-03-15,2024,1,3,March,Asia Pacific,China,Furniture,Tables,Home Office,8,213.18,1705.44,779.3,926.14,54.31
ORD-02934,2024-07-11,2024,3,7,July,North America,USA,Furniture,Desks,Small Business,32,219.16,7013.12,2910.22,4102.9,58.5
ORD-02935,2023-11-07,2023,4,11,November,North America,Mexico,Furniture,Shelving,Home Office,45,271.75,12228.75,5995.72,6233.03,50.97
ORD-02936,2022-11-01,2022,4,11,November,North America,USA,Clothing,Men's Wear,Consumer,13,149.03,1937.39,977.46,959.93,49.55
ORD-02937,2023-09-26,2023,3,9,September,Asia Pacific,South Korea,Office Supplies,Organizers,Consumer,50,80.92,4046.0,1545.67,2500.33,61.8
ORD-02938,2022-07-10,2022,3,7,July,Europe,Spain,Electronics,Accessories,Small Business,48,521.15,25015.2,15785.7,9229.5,36.9
ORD-02939,2022-11-12,2022,4,11,November,Europe,Italy,Furniture,Chairs,Home Office,19,310.8,5905.2,2857.23,3047.97,51.62
ORD-02940,2023-12-24,2023,4,12,December,North America,Canada,Office Supplies,Pens,Home Office,38,35.76,1358.88,566.1,792.78,58.34
ORD-02941,2023-03-11,2023,1,3,March,Asia Pacific,India,Electronics,Accessories,Home Office,14,772.71,10817.94,6452.01,4365.93,40.36
ORD-02942,2022-10-08,2022,4,10,October,Europe,Italy,Electronics,Tablets,Small Business,3,1033.64,3100.92,1723.64,1377.28,44.42
ORD-02943,2022-12-31,2022,4,12,December,Europe,Spain,Clothing,Women's Wear,Small Business,37,285.19,10552.03,4266.64,6285.39,59.57
ORD-02944,2023-01-12,2023,1,1,January,Latin America,Colombia,Office Supplies,Paper,Small Business,50,43.04,2152.0,1013.8,1138.2,52.89
ORD-02945,2024-06-03,2024,2,6,June,Latin America,Brazil,Electronics,Tablets,Corporate,3,1033.41,3100.23,1739.74,1360.49,43.88
ORD-02946,2023-03-04,2023,1,3,March,North America,Canada,Clothing,Sportswear,Corporate,8,150.55,1204.4,596.9,607.5,50.44
ORD-02947,2022-06-01,2022,2,6,June,Europe,Germany,Furniture,Storage,Consumer,48,595.71,28594.08,14847.58,13746.5,48.07
ORD-02948,2022-10-28,2022,4,10,October,North America,USA,Office Supplies,Binders,Consumer,11,7.36,80.96,31.14,49.82,61.54
ORD-02949,2024-05-05,2024,2,5,May,North America,Mexico,Furniture,Desks,Small Business,29,423.4,12278.6,6749.79,5528.81,45.03
ORD-02950,2023-01-08,2023,1,1,January,North America,Canada,Office Supplies,Labels,Small Business,48,58.17,2792.16,1279.63,1512.53,54.17
ORD-02951,2022-10-25,2022,4,10,October,North America,Canada,Furniture,Desks,Consumer,6,152.26,913.56,544.64,368.92,40.38
ORD-02952,2022-12-09,2022,4,12,December,North America,Canada,Office Supplies,Organizers,Home Office,33,71.85,2371.05,1104.71,1266.34,53.41
ORD-02953,2023-07-09,2023,3,7,July,Latin America,Chile,Electronics,Audio,Consumer,42,654.59,27492.78,17466.64,10026.14,36.47
ORD-02954,2023-06-28,2023,2,6,June,Asia Pacific,Australia,Furniture,Shelving,Small Business,36,384.99,13859.64,6834.95,7024.69,50.68
ORD-02955,2023-05-29,2023,2,5,May,Asia Pacific,Japan,Clothing,Men's Wear,Home Office,27,245.98,6641.46,3184.71,3456.75,52.05
ORD-02956,2024-08-16,2024,3,8,August,North America,Canada,Electronics,Laptops,Small Business,10,1362.08,13620.8,8978.17,4642.63,34.08
ORD-02957,2022-11-14,2022,4,11,November,North America,Mexico,Furniture,Storage,Corporate,26,643.42,16728.92,8990.18,7738.74,46.26
ORD-02958,2024-02-13,2024,1,2,February,Asia Pacific,Japan,Clothing,Men's Wear,Corporate,32,15.37,491.84,205.9,285.94,58.14
ORD-02959,2022-03-10,2022,1,3,March,Asia Pacific,India,Clothing,Sportswear,Corporate,5,161.86,809.3,463.32,345.98,42.75
ORD-02960,2024-04-02,2024,2,4,April,Latin America,Colombia,Electronics,Laptops,Corporate,8,726.01,5808.08,4216.8,1591.28,27.4
ORD-02961,2023-06-22,2023,2,6,June,Asia Pacific,China,Office Supplies,Pens,Small Business,2,12.9,25.8,9.47,16.33,63.29
ORD-02962,2023-06-20,2023,2,6,June,North America,Mexico,Clothing,Men's Wear,Consumer,31,280.32,8689.92,3478.52,5211.4,59.97
ORD-02963,2024-11-19,2024,4,11,November,Latin America,Chile,Electronics,Tablets,Small Business,30,297.3,8919.0,6062.89,2856.11,32.02
ORD-02964,2022-04-23,2022,2,4,April,Asia Pacific,Japan,Office Supplies,Binders,Home Office,47,26.37,1239.39,543.51,695.88,56.15
ORD-02965,2024-02-16,2024,1,2,February,Europe,France,Clothing,Men's Wear,Home Office,5,205.86,1029.3,435.29,594.01,57.71
ORD-02966,2022-01-02,2022,1,1,January,Latin America,Brazil,Electronics,Accessories,Home Office,2,855.14,1710.28,1189.16,521.12,30.47
ORD-02967,2022-01-25,2022,1,1,January,Europe,France,Office Supplies,Labels,Corporate,46,49.99,2299.54,1118.81,1180.73,51.35
ORD-02968,2022-12-26,2022,4,12,December,North America,Mexico,Furniture,Storage,Small Business,24,723.94,17374.56,10092.77,7281.79,41.91
ORD-02969,2024-08-27,2024,3,8,August,Latin America,Colombia,Furniture,Storage,Small Business,48,355.14,17046.72,7872.97,9173.75,53.82
ORD-02970,2022-12-09,2022,4,12,December,Latin America,Colombia,Furniture,Chairs,Small Business,19,246.59,4685.21,1979.98,2705.23,57.74
ORD-02971,2023-03-09,2023,1,3,March,North America,Mexico,Office Supplies,Paper,Corporate,16,90.54,1448.64,639.89,808.75,55.83
ORD-02972,2024-05-17,2024,2,5,May,Latin America,Chile,Clothing,Sportswear,Small Business,50,47.84,2392.0,1505.31,886.69,37.07
ORD-02973,2024-12-21,2024,4,12,December,Latin America,Brazil,Clothing,Accessories,Consumer,24,185.63,4455.12,2362.29,2092.83,46.98
ORD-02974,2024-03-11,2024,1,3,March,North America,Canada,Office Supplies,Labels,Consumer,14,63.17,884.38,478.63,405.75,45.88
ORD-02975,2023-11-23,2023,4,11,November,Europe,France,Electronics,Tablets,Home Office,22,694.1,15270.2,8480.49,6789.71,44.46
ORD-02976,2024-06-13,2024,2,6,June,Asia Pacific,Australia,Furniture,Shelving,Small Business,48,141.92,6812.16,3530.28,3281.88,48.18
ORD-02977,2022-07-05,2022,3,7,July,North America,Mexico,Office Supplies,Paper,Home Office,27,96.41,2603.07,1263.75,1339.32,51.45
ORD-02978,2024-11-13,2024,4,11,November,Asia Pacific,South Korea,Furniture,Desks,Home Office,37,88.81,3285.97,1585.18,1700.79,51.76
ORD-02979,2024-10-21,2024,4,10,October,North America,Mexico,Clothing,Women's Wear,Consumer,49,200.49,9824.01,4027.56,5796.45,59.0
ORD-02980,2022-11-16,2022,4,11,November,Latin America,Colombia,Furniture,Shelving,Small Business,43,504.47,21692.21,12722.17,8970.04,41.35
ORD-02981,2022-01-18,2022,1,1,January,Asia Pacific,Australia,Furniture,Storage,Small Business,36,428.12,15412.32,8829.6,6582.72,42.71
ORD-02982,2023-08-01,2023,3,8,August,Latin America,Colombia,Office Supplies,Organizers,Consumer,19,33.98,645.62,248.5,397.12,61.51
ORD-02983,2022-08-01,2022,3,8,August,Latin America,Colombia,Clothing,Women's Wear,Small Business,6,37.97,227.82,117.21,110.61,48.55
ORD-02984,2024-10-19,2024,4,10,October,North America,Canada,Office Supplies,Binders,Corporate,28,64.04,1793.12,787.54,1005.58,56.08
ORD-02985,2024-05-26,2024,2,5,May,Latin America,Chile,Clothing,Accessories,Home Office,33,98.56,3252.48,1510.76,1741.72,53.55
ORD-02986,2022-05-22,2022,2,5,May,Europe,France,Electronics,Phones,Corporate,47,1381.2,64916.4,47851.44,17064.96,26.29
ORD-02987,2023-03-13,2023,1,3,March,North America,Mexico,Office Supplies,Labels,Small Business,22,46.32,1019.04,491.89,527.15,51.73
ORD-02988,2023-03-04,2023,1,3,March,Asia Pacific,India,Furniture,Storage,Consumer,10,494.16,4941.6,2807.12,2134.48,43.19
ORD-02989,2024-12-17,2024,4,12,December,Asia Pacific,India,Furniture,Tables,Home Office,27,583.45,15753.15,6675.64,9077.51,57.62
ORD-02990,2024-04-18,2024,2,4,April,Latin America,Argentina,Furniture,Desks,Consumer,30,698.21,20946.3,8496.75,12449.55,59.44
ORD-02991,2024-05-07,2024,2,5,May,Asia Pacific,South Korea,Electronics,Tablets,Consumer,25,1453.31,36332.75,20238.24,16094.51,44.3
ORD-02992,2022-09-25,2022,3,9,September,Asia Pacific,China,Furniture,Chairs,Small Business,44,194.15,8542.6,3718.19,4824.41,56.47
ORD-02993,2024-10-04,2024,4,10,October,Latin America,Argentina,Office Supplies,Pens,Home Office,27,48.37,1305.99,506.22,799.77,61.24
ORD-02994,2022-08-04,2022,3,8,August,Europe,UK,Furniture,Storage,Small Business,35,567.87,19875.45,11318.81,8556.64,43.05
ORD-02995,2024-09-26,2024,3,9,September,North America,Canada,Clothing,Men's Wear,Home Office,23,105.9,2435.7,1353.39,1082.31,44.44
ORD-02996,2024-11-11,2024,4,11,November,Latin America,Chile,Furniture,Shelving,Home Office,6,363.42,2180.52,1100.24,1080.28,49.54
ORD-02997,2022-02-28,2022,1,2,February,Europe,France,Furniture,Chairs,Small Business,28,752.37,21066.36,10887.09,10179.27,48.32
ORD-02998,2023-07-13,2023,3,7,July,Latin America,Colombia,Furniture,Storage,Corporate,45,416.16,18727.2,10639.67,8087.53,43.19
ORD-02999,2023-08-10,2023,3,8,August,North America,Canada,Furniture,Chairs,Corporate,44,216.75,9537.0,4134.41,5402.59,56.65
ORD-03000,2024-07-31,2024,3,7,July,Europe,Germany,Furniture,Chairs,Small Business,25,190.15,4753.75,2398.7,2355.05,49.54
ORD-03001,2023-08-24,2023,3,8,August,Latin America,Chile,Clothing,Women's Wear,Home Office,12,136.83,1641.96,850.21,791.75,48.22
ORD-03002,2024-12-19,2024,4,12,December,Latin America,Brazil,Furniture,Desks,Small Business,29,34.84,1010.36,517.51,492.85,48.78
ORD-03003,2023-07-05,2023,3,7,July,North America,Mexico,Electronics,Accessories,Corporate,15,313.9,4708.5,2840.13,1868.37,39.68
ORD-03004,2023-12-12,2023,4,12,December,Asia Pacific,India,Furniture,Shelving,Corporate,13,715.84,9305.92,5498.01,3807.91,40.92
ORD-03005,2024-07-16,2024,3,7,July,Latin America,Brazil,Electronics,Tablets,Home Office,34,529.36,17998.24,11182.14,6816.1,37.87
ORD-03006,2024-08-20,2024,3,8,August,Europe,Spain,Furniture,Desks,Home Office,29,161.07,4671.03,2730.48,1940.55,41.54
ORD-03007,2022-02-16,2022,1,2,February,Europe,France,Electronics,Laptops,Home Office,19,530.05,10070.95,7368.39,2702.56,26.84
ORD-03008,2024-12-03,2024,4,12,December,Europe,Italy,Clothing,Footwear,Home Office,7,200.03,1400.21,596.49,803.72,57.4
ORD-03009,2022-05-22,2022,2,5,May,Asia Pacific,South Korea,Clothing,Accessories,Small Business,15,128.92,1933.8,1028.61,905.19,46.81
ORD-03010,2023-12-05,2023,4,12,December,North America,Canada,Office Supplies,Labels,Home Office,48,68.76,3300.48,1598.18,1702.3,51.58
ORD-03011,2023-03-01,2023,1,3,March,Europe,Germany,Electronics,Laptops,Home Office,23,460.96,10602.08,6964.84,3637.24,34.31
ORD-03012,2024-06-15,2024,2,6,June,Latin America,Argentina,Furniture,Storage,Home Office,38,231.56,8799.28,4998.53,3800.75,43.19
ORD-03013,2024-05-13,2024,2,5,May,Asia Pacific,Japan,Clothing,Footwear,Home Office,14,21.85,305.9,126.88,179.02,58.52
ORD-03014,2022-04-07,2022,2,4,April,Europe,Germany,Electronics,Phones,Small Business,6,399.92,2399.52,1735.88,663.64,27.66
ORD-03015,2024-02-09,2024,1,2,February,Europe,Germany,Office Supplies,Organizers,Consumer,21,57.22,1201.62,634.72,566.9,47.18
ORD-03016,2022-06-05,2022,2,6,June,North America,USA,Office Supplies,Binders,Home Office,13,24.64,320.32,133.0,187.32,58.48
ORD-03017,2024-07-27,2024,3,7,July,Latin America,Chile,Furniture,Storage,Consumer,21,620.55,13031.55,7626.07,5405.48,41.48
ORD-03018,2024-01-24,2024,1,1,January,Latin America,Colombia,Office Supplies,Organizers,Home Office,40,37.36,1494.4,693.41,800.99,53.6
ORD-03019,2024-01-24,2024,1,1,January,Asia Pacific,Australia,Furniture,Tables,Consumer,29,133.18,3862.22,1633.51,2228.71,57.71
ORD-03020,2024-11-18,2024,4,11,November,Asia Pacific,Japan,Furniture,Storage,Corporate,45,295.63,13303.35,6153.98,7149.37,53.74
ORD-03021,2024-01-22,2024,1,1,January,North America,Canada,Furniture,Chairs,Home Office,7,333.66,2335.62,1342.36,993.26,42.53
ORD-03022,2023-01-14,2023,1,1,January,Asia Pacific,India,Office Supplies,Pens,Consumer,14,35.37,495.18,177.31,317.87,64.19
ORD-03023,2022-10-05,2022,4,10,October,Latin America,Colombia,Clothing,Women's Wear,Corporate,20,22.33,446.6,284.83,161.77,36.22
ORD-03024,2024-01-13,2024,1,1,January,Europe,Germany,Electronics,Laptops,Home Office,19,1119.85,21277.15,11743.31,9533.84,44.81
ORD-03025,2022-12-21,2022,4,12,December,Latin America,Argentina,Office Supplies,Paper,Consumer,12,59.71,716.52,365.03,351.49,49.06
ORD-03026,2022-03-21,2022,1,3,March,Asia Pacific,China,Office Supplies,Organizers,Consumer,46,59.31,2728.26,969.57,1758.69,64.46
ORD-03027,2024-09-06,2024,3,9,September,Asia Pacific,Japan,Furniture,Desks,Home Office,20,726.26,14525.2,6991.37,7533.83,51.87
ORD-03028,2022-06-26,2022,2,6,June,North America,USA,Furniture,Shelving,Corporate,17,600.58,10209.86,5719.65,4490.21,43.98
ORD-03029,2024-01-22,2024,1,1,January,Europe,Germany,Clothing,Women's Wear,Small Business,35,269.36,9427.6,4751.54,4676.06,49.6
ORD-03030,2023-01-16,2023,1,1,January,Asia Pacific,China,Electronics,Phones,Corporate,40,268.57,10742.8,6093.99,4648.81,43.27
ORD-03031,2023-04-04,2023,2,4,April,North America,USA,Office Supplies,Labels,Consumer,11,86.63,952.93,451.32,501.61,52.64
ORD-03032,2022-04-14,2022,2,4,April,North America,Mexico,Clothing,Footwear,Home Office,11,101.08,1111.88,497.08,614.8,55.29
ORD-03033,2022-03-15,2022,1,3,March,Europe,UK,Furniture,Desks,Corporate,7,277.12,1939.84,947.52,992.32,51.15
ORD-03034,2022-11-07,2022,4,11,November,Latin America,Chile,Clothing,Men's Wear,Consumer,31,297.63,9226.53,3886.85,5339.68,57.87
ORD-03035,2022-07-08,2022,3,7,July,North America,Mexico,Clothing,Accessories,Consumer,8,25.19,201.52,92.66,108.86,54.02
ORD-03036,2022-02-16,2022,1,2,February,Europe,France,Office Supplies,Labels,Consumer,32,39.95,1278.4,467.03,811.37,63.47
ORD-03037,2024-11-29,2024,4,11,November,Latin America,Colombia,Electronics,Accessories,Corporate,23,707.98,16283.54,11260.02,5023.52,30.85
ORD-03038,2024-07-29,2024,3,7,July,North America,Canada,Furniture,Chairs,Corporate,43,333.67,14347.81,7166.63,7181.18,50.05
ORD-03039,2022-07-10,2022,3,7,July,North America,Canada,Clothing,Men's Wear,Small Business,50,286.92,14346.0,6476.41,7869.59,54.86
ORD-03040,2024-05-19,2024,2,5,May,Latin America,Brazil,Electronics,Tablets,Home Office,26,911.02,23686.52,17357.47,6329.05,26.72
ORD-03041,2024-03-23,2024,1,3,March,Europe,Germany,Furniture,Desks,Consumer,2,561.32,1122.64,559.78,562.86,50.14
